pid,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,exter_qual,bsmt_qual,bsmt_exposure,total_bsmt_sf,heating_qc,gr_liv_area,bedroom_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,wood_deck_sf,mo_sold,yr_sold,saleprice,masonry_veneer_brick,foundation_cinder,foundation_concrete,garage_attached,lot_inside,exterior_vinyl,bathrooms,porch,residential_density,irregular_lot_shape,house_floors,basement_finished_rating,neighborhood_BrkSide,neighborhood_CollgCr,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NWAmes,neighborhood_OldTown,neighborhood_Sawyer,neighborhood_Somerst
535154080,75.0,9750,6,6,1958,1958,243.0,3,3,1,1442,4,1442,4,3,7,0,0,1958,2,1,301,0,4,2007,157900,1,1,0,1,1,0,1.5,1,1,0,1.0,4,False,False,False,False,False,True,False,False,False,False
535155110,80.0,9250,5,7,1954,2005,0.0,3,3,1,1056,3,1056,3,3,6,0,0,2005,1,1,260,390,7,2007,139400,0,1,0,1,0,0,1.5,0,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535176070,90.0,11988,6,6,1957,1957,0.0,3,3,1,1244,5,1244,3,3,6,2,4,1957,1,1,336,0,5,2007,150000,0,1,0,1,0,1,1.5,1,1,1,1.0,4,False,False,False,False,False,True,False,False,False,False
535177020,70.0,9100,5,5,1960,1960,69.0,3,3,1,1144,3,1144,3,3,6,1,4,1960,2,1,336,0,6,2007,120000,1,1,0,1,1,0,1.0,0,1,0,1.0,1,False,False,False,False,False,True,False,False,False,False
535177110,80.0,9736,6,6,1957,1969,289.0,3,3,1,1331,4,1721,4,3,8,3,3,1969,1,2,464,0,4,2007,174850,1,1,0,1,1,0,1.0,0,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535179120,72.0,9770,5,5,1957,1957,0.0,3,3,1,922,3,922,2,3,5,0,0,1957,1,1,308,0,4,2007,116000,0,1,0,1,1,0,2.0,1,1,0,1.0,4,False,False,False,False,False,True,False,False,False,False
535180030,72.0,10152,5,5,1956,1956,120.0,3,3,1,1048,3,1048,3,3,6,0,0,1956,1,1,286,0,6,2007,135000,1,1,0,1,1,0,2.0,1,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535181030,68.0,12155,6,3,1970,1970,0.0,3,4,1,1657,4,1657,3,3,7,1,3,1970,1,2,484,0,3,2007,163500,0,1,0,1,1,0,2.5,1,1,3,1.0,2,False,False,False,False,False,True,False,False,False,False
535181140,70.0,12198,5,6,1955,1975,0.0,3,3,3,1204,3,1411,3,3,7,1,3,1975,2,1,310,278,6,2007,130000,0,1,0,1,1,1,1.0,1,1,1,1.0,4,False,False,False,False,False,True,False,False,False,False
535301060,60.0,11556,5,9,1953,2006,0.0,3,3,1,864,4,1154,3,5,6,0,0,2006,1,1,336,63,7,2007,142000,0,1,0,0,1,1,1.5,0,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535302070,60.0,10950,6,6,1952,1952,0.0,3,3,1,948,3,948,2,3,5,0,0,1952,1,2,410,0,4,2007,125000,0,1,0,0,1,0,1.0,1,1,0,1.0,5,False,False,False,False,False,True,False,False,False,False
535304170,68.0,7942,6,7,1953,1953,0.0,3,3,1,1040,3,1040,3,3,6,0,0,1953,3,1,293,0,6,2007,136000,0,1,0,1,1,0,1.5,0,1,0,1.0,4,False,False,False,False,False,True,False,False,False,False
535305180,66.0,8923,5,7,1953,2006,0.0,3,3,1,1008,4,1008,2,4,6,0,0,2006,1,1,240,0,5,2007,134500,0,1,0,1,1,0,2.0,1,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535325090,71.0,8540,5,8,1956,2003,0.0,3,3,1,925,3,925,3,4,5,0,0,2003,1,1,252,152,6,2007,127000,0,1,0,0,0,1,2.0,0,1,0,1.0,4,False,False,False,False,False,True,False,False,False,False
535325280,60.0,7134,5,5,1955,1955,0.0,3,3,1,384,3,1360,3,3,6,1,3,1955,1,2,572,0,2,2007,130000,0,1,0,0,1,0,1.0,1,1,0,1.0,5,False,False,False,False,False,True,False,False,False,False
535327160,70.0,8400,5,5,1955,1955,0.0,3,3,1,923,3,925,3,3,5,2,3,1955,1,1,390,81,3,2007,116900,0,1,0,1,0,0,2.0,0,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535327200,70.0,13300,5,7,1956,2000,0.0,3,4,1,928,3,928,2,3,4,0,0,2000,1,1,252,261,6,2007,132000,0,1,0,1,1,0,1.0,1,1,0,1.0,4,False,False,False,False,False,True,False,False,False,False
535353050,75.0,9532,4,6,1953,1953,0.0,3,3,1,1105,4,1647,3,3,6,1,2,1953,3,1,280,225,2,2007,153000,0,1,0,1,1,1,2.0,0,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535353130,68.0,15783,5,5,1952,1952,0.0,3,3,1,924,3,924,2,3,6,0,0,1952,1,1,420,0,6,2007,112500,0,1,0,0,1,0,1.0,1,1,0,1.0,4,False,False,False,False,False,False,False,True,False,False
535353160,60.0,14190,4,7,1890,2006,0.0,4,2,1,925,4,1544,3,3,7,0,0,2006,0,0,0,231,4,2007,138000,0,1,0,0,1,1,2.0,0,1,0,1.5,1,False,False,False,False,False,False,False,True,False,False
535354050,60.0,9600,5,7,1949,2003,0.0,3,3,1,845,3,893,2,4,4,0,0,2003,1,2,576,0,5,2007,135000,0,1,0,0,1,0,1.5,0,1,0,1.5,5,False,False,False,False,False,True,False,False,False,False
535354260,68.0,12099,5,6,1953,2004,0.0,3,3,1,1216,5,1728,3,3,7,1,4,2004,1,1,371,200,6,2007,156000,0,1,0,1,1,0,2.0,0,1,1,1.5,2,False,False,False,False,False,True,False,False,False,False
535375130,60.0,10134,5,6,1940,1950,0.0,3,3,1,735,4,1034,2,3,5,0,0,1940,1,1,240,0,7,2007,109000,0,1,0,0,1,0,1.0,1,1,0,1.5,1,False,False,False,False,False,False,False,True,False,False
535376010,55.0,5500,4,6,1956,1956,0.0,3,3,1,882,5,882,1,3,4,0,0,1956,0,0,0,0,4,2007,103200,0,1,0,0,1,0,1.0,0,1,0,1.5,1,False,False,False,False,False,False,False,True,False,False
535379110,60.0,10800,5,9,1895,1999,0.0,3,4,3,736,5,1534,3,4,6,0,0,1999,0,0,0,0,7,2007,148000,0,1,0,0,1,0,1.5,1,1,0,2.0,1,False,False,False,False,False,False,False,True,False,False
535450190,60.0,8064,5,7,1949,2006,0.0,3,3,2,672,5,924,3,3,6,1,1,2006,1,2,576,0,7,2007,122900,0,1,0,0,0,0,1.0,0,1,0,1.5,1,False,False,False,False,False,True,False,False,False,False
535450310,78.0,10496,6,6,1949,1950,320.0,3,3,2,1040,5,1846,3,3,7,1,4,1949,1,1,315,0,1,2007,143000,1,1,0,1,1,0,2.0,0,1,0,1.5,4,False,False,False,False,False,True,False,False,False,False
535451040,60.0,7200,5,7,1950,1950,0.0,3,3,1,876,3,988,3,3,6,0,0,1950,1,1,276,0,5,2007,119000,0,1,0,1,1,0,1.0,1,1,0,1.0,3,False,False,False,False,False,True,False,False,False,False
535451110,60.0,7200,5,8,1950,2002,0.0,3,3,1,864,4,864,3,4,5,0,0,2002,2,2,720,194,7,2007,129000,0,1,0,0,1,1,2.0,0,1,0,1.0,5,False,False,False,False,False,True,False,False,False,False
535453080,68.0,7500,5,7,1959,2003,0.0,3,3,1,1040,5,1040,3,4,6,0,0,2003,2,1,286,0,7,2007,152000,0,1,0,1,1,0,2.0,0,1,0,1.0,6,False,False,False,False,False,True,False,False,False,False
535453150,70.0,7315,5,6,1958,1958,0.0,3,3,1,1170,3,1170,3,3,6,1,3,1958,2,1,338,0,3,2007,140000,0,1,0,1,1,0,1.5,1,1,0,1.0,4,False,False,False,False,False,True,False,False,False,False
535457040,80.0,8000,5,4,1961,1961,0.0,3,3,1,1800,5,1800,6,3,10,0,0,1961,0,0,0,0,7,2007,141000,0,1,0,0,0,0,2.0,0,1,0,1.0,1,False,False,False,False,False,True,False,False,False,False
535457050,70.0,7000,5,6,1961,1961,0.0,3,0,0,0,4,925,3,3,7,0,0,1961,3,1,300,0,7,2007,99000,0,0,0,1,0,0,1.0,0,1,0,1.0,0,False,False,False,False,False,True,False,False,False,False
535476360,80.0,9760,6,8,1964,1993,340.0,3,3,4,822,4,1851,3,4,7,1,2,1993,2,2,440,239,7,2007,187000,1,1,0,1,1,0,2.5,1,1,0,2.0,3,False,False,False,False,False,True,False,False,False,False
535477130,69.0,7590,5,5,1962,1962,288.0,3,3,1,864,3,1812,4,3,8,1,3,1962,2,1,264,0,7,2007,169500,1,1,0,1,1,1,2.0,1,1,0,2.0,5,False,False,False,False,False,True,False,False,False,False
902100010,60.0,6978,5,7,1926,1980,0.0,4,3,1,850,3,960,2,3,5,0,0,1980,2,2,576,0,4,2007,103000,0,0,0,0,1,0,1.0,1,2,0,1.0,1,False,False,False,False,False,False,False,True,False,False
902106070,50.0,6000,6,6,1927,1950,0.0,3,3,1,845,3,1296,3,3,6,0,0,1927,1,2,576,0,7,2007,127500,0,0,0,0,1,0,1.0,1,2,0,1.5,4,False,False,False,False,False,False,False,True,False,False
902106120,56.0,4480,5,5,1922,1950,0.0,3,2,1,1022,3,1022,2,2,4,1,4,1922,1,1,184,0,2,2007,89500,0,0,1,0,0,0,2.0,1,2,0,1.0,2,False,False,False,False,False,False,False,True,False,False
902110010,56.0,3153,5,6,1920,1990,0.0,3,3,1,967,4,967,2,3,5,1,4,1990,1,1,180,0,7,2007,99900,0,0,0,0,1,0,1.0,1,2,0,1.0,1,False,False,False,False,False,False,False,True,False,False
902128160,60.0,7200,5,8,1940,1950,279.0,3,3,1,808,5,1072,2,3,5,2,4,1940,1,2,379,0,5,2007,130000,0,1,0,0,1,1,1.0,0,2,0,1.0,1,False,False,False,False,False,False,False,True,False,False
902201090,120.0,9000,5,8,1900,2006,0.0,3,3,1,680,5,1174,2,4,6,1,4,2006,1,2,576,116,6,2007,135000,0,0,0,0,0,0,1.0,1,2,0,1.5,3,False,False,False,False,False,False,False,True,False,False
902201130,50.0,6000,3,7,1948,2002,0.0,3,3,1,649,5,1183,2,3,6,0,0,2002,1,1,308,0,6,2007,120000,0,1,0,0,1,0,1.5,1,2,0,1.5,5,False,False,False,False,False,False,False,True,False,False
902205020,50.0,5925,4,6,1900,1950,0.0,3,2,1,570,4,1141,3,3,6,0,0,1900,1,1,252,0,5,2007,85000,0,0,0,0,1,0,1.0,1,2,0,1.5,2,False,False,False,False,False,False,False,True,False,False
902205130,50.0,6000,4,4,1920,1950,0.0,3,3,1,960,4,960,2,2,5,0,0,1920,1,1,308,0,7,2007,108500,0,0,1,0,1,0,1.0,1,2,0,1.0,5,False,False,False,False,False,False,False,True,False,False
902206270,57.0,9639,4,8,1900,1950,0.0,3,3,1,1075,5,1798,4,3,7,0,0,1900,1,2,342,0,5,2007,137000,0,0,1,0,1,0,2.5,1,2,0,2.0,1,False,False,False,False,False,False,False,True,False,False
902207150,60.0,8520,5,6,1923,2006,0.0,4,3,1,968,3,968,2,3,5,0,0,2006,1,2,480,0,7,2007,100000,0,1,0,0,1,0,1.0,1,2,0,1.0,1,False,False,False,False,False,False,False,True,False,False
902300020,68.0,10337,8,9,1910,1999,0.0,4,3,1,725,5,1772,3,4,7,0,0,1999,1,2,816,0,5,2007,184900,0,0,0,0,1,1,2.5,0,2,1,2.0,1,False,False,False,False,False,False,False,True,False,False
902301030,60.0,9600,5,8,1925,1994,0.0,3,3,2,702,4,1472,3,4,6,0,0,1994,1,1,250,0,7,2007,125000,0,0,1,0,1,1,1.0,1,2,0,1.5,1,False,False,False,False,False,False,False,True,False,False
902301130,35.0,4571,5,7,1910,1950,0.0,3,3,1,616,5,1232,3,3,6,0,0,1910,1,2,480,280,6,2007,114000,0,0,0,0,1,0,1.0,1,2,0,2.0,3,False,False,False,False,False,False,False,True,False,False
902304040,90.0,9900,6,4,1880,1950,0.0,3,3,2,1008,3,2210,5,2,8,0,0,1880,1,1,205,0,5,2007,117500,0,0,0,0,1,0,2.0,1,2,0,2.0,1,False,False,False,False,False,False,False,True,False,False
902330090,75.0,13500,7,8,1879,1987,0.0,3,3,1,819,3,2454,3,3,8,1,4,1987,1,2,576,0,2,2007,185000,0,0,1,1,0,0,2.0,1,2,0,2.5,1,False,False,False,False,False,False,False,True,False,False
902404010,90.0,8100,5,6,1948,1973,0.0,3,3,1,1559,4,1559,2,3,5,0,0,1973,1,2,812,0,6,2007,153500,0,0,0,0,1,1,2.0,1,2,0,1.0,4,False,False,False,False,False,False,False,True,False,False
902408080,60.0,10800,7,8,1890,1998,0.0,3,3,1,718,5,2554,3,3,8,0,0,1998,1,2,704,0,7,2007,159500,0,0,0,0,1,1,1.5,1,2,0,2.0,1,False,False,False,False,False,False,False,True,False,False
902427040,52.0,9439,5,5,1930,1950,0.0,3,3,1,912,4,1248,2,3,6,0,0,1930,1,1,160,0,3,2007,87000,0,1,0,0,1,0,1.0,1,2,0,1.5,2,False,False,False,False,False,False,False,True,False,False
902427140,52.0,8626,4,6,1956,1956,1.0,3,0,0,0,4,968,2,3,5,0,0,1956,1,1,331,0,5,2007,104500,0,1,0,1,1,0,1.0,0,2,0,1.0,0,False,False,False,False,False,False,False,True,False,False
902427180,76.0,11800,4,7,1949,2002,0.0,3,0,0,0,5,1382,1,3,6,1,3,2002,2,1,384,0,5,2007,110000,0,0,0,1,1,0,2.0,1,2,0,1.0,0,False,False,False,False,False,False,False,True,False,False
903204030,55.0,8674,5,6,1950,1950,0.0,3,2,1,910,3,1435,3,3,6,0,0,1950,1,1,308,0,3,2007,128250,0,1,0,0,1,0,2.0,1,2,0,1.5,4,True,False,False,False,False,False,False,False,False,False
903205085,98.0,8731,5,5,1920,1950,0.0,3,3,1,915,3,1167,3,3,6,1,4,1920,1,2,495,0,5,2007,144000,0,0,0,0,1,0,1.0,1,1,1,1.0,3,True,False,False,False,False,False,False,False,False,False
903206170,70.0,8737,6,7,1923,1950,0.0,3,4,1,1065,5,1635,3,3,6,1,4,1923,1,2,440,0,5,2007,210000,0,0,0,0,1,0,1.5,1,1,1,1.5,4,True,False,False,False,False,False,False,False,False,False
903225040,50.0,6125,5,7,1939,1998,0.0,3,3,1,728,5,1274,3,3,6,0,0,1998,1,1,224,0,3,2007,135000,0,1,0,0,1,0,2.0,1,2,0,1.5,4,True,False,False,False,False,False,False,False,False,False
903227140,50.0,6000,6,6,1939,1950,0.0,3,3,2,600,5,1232,3,3,6,2,3,1939,1,1,217,0,2,2007,128000,0,1,0,1,1,1,1.5,0,2,0,2.0,4,True,False,False,False,False,False,False,False,False,False
903228080,60.0,6000,6,6,1941,1950,0.0,3,3,1,735,5,1218,3,3,6,1,4,1941,1,2,440,0,3,2007,131000,0,0,0,0,1,0,1.5,0,2,0,1.5,5,True,False,False,False,False,False,False,False,False,False
903231050,51.0,6120,5,7,1939,1950,0.0,4,3,1,884,5,884,2,3,5,0,0,1939,1,1,240,0,7,2007,113000,0,0,0,0,1,0,1.0,1,2,0,1.5,1,True,False,False,False,False,False,False,False,False,False
903231090,68.0,6240,6,5,1938,1950,0.0,3,3,1,861,4,1409,3,3,6,1,4,1938,1,2,528,225,3,2007,126000,0,0,0,0,1,1,2.5,1,2,0,1.5,2,True,False,False,False,False,False,False,False,False,False
903231180,52.0,6240,5,8,1939,1952,0.0,3,3,1,672,5,1322,4,3,7,0,0,1952,1,1,280,0,7,2007,132000,0,0,0,0,1,0,2.0,0,2,0,1.5,4,True,False,False,False,False,False,False,False,False,False
903232100,52.0,6240,5,7,1930,1992,0.0,3,3,1,966,5,1426,3,3,6,1,4,1992,1,1,230,174,7,2007,131750,0,0,0,0,1,0,1.0,1,2,0,1.5,1,True,False,False,False,False,False,False,False,False,False
903233050,51.0,6120,5,8,1920,2004,0.0,3,3,2,939,5,1513,4,3,8,0,0,2004,1,1,180,24,5,2007,137500,0,0,0,0,1,0,1.5,1,2,0,2.0,1,True,False,False,False,False,False,False,False,False,False
903233140,51.0,6120,7,8,1929,2001,0.0,3,3,1,832,5,854,2,3,5,0,0,2001,1,2,576,48,7,2007,132000,0,0,0,0,0,0,1.0,1,2,0,1.5,1,True,False,False,False,False,False,False,False,False,False
903234160,60.0,6180,6,5,1926,1950,0.0,3,3,1,960,3,986,2,3,5,1,4,1926,1,1,180,0,5,2007,102000,0,0,0,0,0,0,1.0,1,2,0,1.0,1,True,False,False,False,False,False,False,False,False,False
903236130,47.0,7755,6,8,1918,1995,0.0,3,3,1,1100,5,2264,4,3,8,0,0,1995,1,1,408,0,5,2007,200000,0,1,0,0,1,0,2.5,1,2,0,2.0,1,False,False,False,False,False,False,False,True,False,False
903400040,60.0,13515,6,6,1919,1950,0.0,3,3,1,764,5,1824,3,3,8,1,4,1919,1,2,520,0,7,2007,180500,0,0,1,0,1,0,1.0,1,1,0,2.0,1,True,False,False,False,False,False,False,False,False,False
903401070,60.0,8850,6,7,1920,1950,0.0,3,3,1,768,5,1376,3,4,7,0,0,1920,1,2,576,0,2,2007,165000,0,0,1,0,1,0,1.0,1,1,0,1.5,1,True,False,False,False,False,False,False,False,False,False
903425280,60.0,8730,6,7,1915,2003,0.0,3,3,1,698,5,1396,3,3,7,0,0,2003,1,1,384,0,7,2007,153575,0,0,0,0,1,0,1.0,1,1,0,2.0,1,True,False,False,False,False,False,False,False,False,False
903450060,68.0,7758,7,4,1931,1950,600.0,3,3,1,1040,5,1818,4,3,7,2,3,1931,1,1,240,0,6,2007,169500,1,0,1,0,0,0,1.5,1,2,0,1.5,2,False,False,False,False,False,False,False,False,False,False
903451110,57.0,7449,7,7,1930,1950,0.0,3,3,1,637,5,1108,3,4,6,1,4,1930,1,1,280,0,6,2007,139400,0,0,1,1,1,0,1.0,1,2,0,1.5,1,False,False,False,False,False,False,False,False,False,False
903453080,120.0,13200,6,6,1963,1963,234.0,3,3,1,741,2,2294,5,3,9,1,4,1963,1,2,658,0,4,2007,202500,1,1,0,1,0,0,3.0,1,2,0,1.0,3,False,False,False,False,False,False,False,False,False,False
903454010,60.0,6882,6,7,1914,2006,0.0,3,3,1,684,3,1355,3,4,7,0,0,2006,0,0,0,136,3,2007,127000,0,0,1,0,1,0,1.5,1,2,0,2.0,1,False,False,False,False,False,False,False,False,False,False
903456110,60.0,9780,7,9,1950,2005,0.0,3,3,1,976,5,1952,4,4,8,2,3,2005,3,1,299,285,4,2007,212300,0,1,0,0,1,1,1.5,1,2,0,2.0,2,False,False,False,False,False,False,False,False,False,False
903457040,60.0,10320,6,5,1915,1950,0.0,3,3,1,1138,4,2180,3,3,7,1,4,1915,1,2,720,0,5,2007,161000,0,1,0,0,1,0,1.5,1,2,0,1.5,2,False,False,False,False,False,False,False,False,False,False
903458020,60.0,7200,5,7,1920,1996,0.0,3,3,1,530,3,1111,3,2,6,0,0,1996,1,1,288,0,3,2007,101000,0,0,0,0,1,0,1.0,1,2,0,2.5,1,False,False,False,False,False,False,False,False,False,False
903458060,40.0,4800,4,7,1916,1990,0.0,3,3,1,1196,5,1196,2,3,5,0,0,1990,1,2,440,0,7,2007,109900,0,1,0,0,1,0,2.0,0,2,0,1.0,2,False,False,False,False,False,False,False,False,False,False
903475040,68.0,12358,5,6,1941,1950,0.0,3,3,1,720,3,1382,2,3,7,0,0,1941,1,2,660,237,5,2007,128500,0,1,0,0,1,0,1.5,0,2,1,1.5,4,False,False,False,False,False,False,False,True,False,False
903475060,60.0,10120,7,4,1910,1950,0.0,2,3,1,925,3,1889,4,3,9,1,4,1910,1,1,308,0,1,2007,122000,0,1,0,0,1,0,1.5,1,2,1,2.5,1,False,False,False,False,False,False,False,True,False,False
903476100,55.0,4388,5,7,1930,1950,0.0,3,3,1,672,5,840,3,3,5,1,3,1930,0,0,0,0,6,2007,87000,0,0,0,0,1,0,1.0,0,2,1,1.5,2,False,False,False,False,False,False,False,True,False,False
904100100,107.0,12888,7,8,1937,1980,0.0,3,3,1,1005,3,2267,3,3,7,2,4,1980,3,2,498,521,4,2007,219000,0,1,0,1,1,0,2.5,0,1,0,2.0,5,False,False,False,False,False,False,False,False,True,False
904101070,138.0,18030,5,6,1946,1994,0.0,3,3,1,1598,3,3086,3,5,12,1,4,1994,0,0,0,122,3,2007,200500,0,1,0,0,1,0,3.0,0,1,1,1.5,4,False,False,False,False,False,False,False,False,False,False
904302010,59.0,4484,5,6,1942,1979,0.0,3,3,1,672,3,1282,2,3,4,0,0,1979,1,1,240,0,7,2007,108500,0,1,0,0,0,0,2.0,1,1,1,1.5,5,False,False,False,False,False,False,False,False,False,False
905100060,75.0,11235,5,5,1963,1963,0.0,3,4,3,925,3,999,3,3,6,0,0,1963,1,1,308,40,3,2007,130000,0,1,0,0,1,0,2.0,1,1,0,1.0,5,False,False,False,False,False,False,False,False,True,False
905101070,62.0,14299,4,3,1964,1964,0.0,3,3,1,1005,3,1005,3,3,5,0,0,1964,1,2,440,0,7,2007,115400,0,1,0,0,1,0,2.0,0,1,0,1.0,4,False,False,False,False,False,False,False,False,True,False
905101200,61.0,7943,4,5,1961,1961,192.0,3,3,2,1029,4,1029,3,3,5,0,0,1961,1,1,261,64,4,2007,118500,1,1,0,1,1,1,2.0,1,1,0,1.0,4,False,False,False,False,False,False,False,False,True,False
905102010,65.0,14149,5,8,1964,2001,50.0,4,3,4,980,3,1020,3,3,5,1,1,2001,1,2,528,0,5,2007,165000,1,1,0,0,1,0,2.5,0,1,1,1.0,2,False,False,False,False,False,False,False,False,True,False
905103110,68.0,11677,5,4,1966,1966,442.0,3,3,3,1040,3,1040,3,3,6,0,0,1966,2,1,264,0,2,2007,123000,1,1,0,1,1,0,2.0,1,1,1,1.0,4,False,False,False,False,False,False,False,False,True,False
905104030,70.0,8400,6,5,1966,1966,0.0,3,3,4,814,4,913,3,3,6,0,0,1966,1,1,240,0,5,2007,129000,0,1,0,0,1,1,2.0,1,1,0,1.0,2,False,False,False,False,False,False,False,False,True,False
905104090,99.0,7094,5,5,1966,1966,0.0,3,3,1,894,3,894,3,3,5,0,0,1966,2,1,384,0,5,2007,125000,0,1,0,0,1,1,1.0,0,1,1,1.0,4,False,False,False,False,False,False,False,False,True,False
905104240,70.0,8425,5,6,1971,1990,0.0,3,4,3,768,4,868,2,3,6,0,0,1990,1,2,576,138,5,2007,119900,0,1,0,0,0,0,2.0,0,1,0,1.0,6,False,False,False,False,False,False,False,False,True,False
905105040,86.0,8665,5,5,1968,1968,89.0,3,3,2,876,3,897,3,3,5,0,0,1968,2,1,264,0,1,2007,115000,1,1,0,1,1,0,1.0,0,1,1,1.0,4,False,False,False,False,False,False,False,False,True,False
905105170,68.0,8398,5,5,1967,1967,323.0,3,3,1,943,3,943,2,3,5,0,0,1967,1,2,528,132,6,2007,134500,1,1,0,0,1,0,2.0,0,1,1,1.0,2,False,False,False,False,False,False,False,False,True,False
905105260,66.0,7742,5,7,1966,1966,0.0,3,3,1,955,5,955,3,3,6,0,0,1966,1,1,386,0,1,2007,127000,0,1,0,1,1,0,2.0,0,1,0,1.0,3,False,False,False,False,False,False,False,False,True,False
905106150,109.0,8724,5,5,1968,1968,0.0,3,4,1,894,4,894,3,3,5,1,1,1968,3,2,450,0,5,2007,129000,0,1,0,1,1,1,1.0,0,1,0,1.0,3,False,False,False,False,False,False,False,False,True,False
905107140,71.0,8197,6,5,1977,1977,148.0,3,3,1,660,5,1285,3,3,7,1,3,1977,2,2,528,138,4,2007,143500,1,1,0,1,1,0,1.5,0,1,0,1.0,1,False,False,False,False,False,False,False,False,True,False
905200010,68.0,8169,5,7,1966,1966,0.0,3,3,1,912,5,912,3,4,6,0,0,1966,1,1,315,204,7,2007,129000,0,1,0,0,0,0,2.0,0,1,0,1.0,4,False,False,False,False,False,False,False,False,True,False
905225020,99.0,16779,5,4,1920,1996,356.0,3,4,1,671,2,2654,4,3,11,1,4,1996,1,2,638,128,5,2007,158000,1,1,0,1,1,0,3.0,1,1,0,2.0,3,False,False,False,False,False,False,False,False,True,False
905226080,70.0,6960,7,8,1940,1998,0.0,3,3,1,680,5,1302,2,4,6,2,4,1998,1,1,224,0,7,2007,165250,0,0,0,1,1,0,1.5,1,1,0,1.5,5,False,False,False,False,False,False,False,False,True,False
905228020,68.0,9000,4,7,1945,1950,0.0,2,0,0,0,3,998,3,3,5,0,0,1945,1,2,460,0,5,2007,89500,0,0,0,1,1,0,1.0,1,1,0,1.0,0,False,False,False,False,False,False,False,False,True,False
905301050,68.0,115149,7,5,1971,2002,351.0,3,4,4,1643,3,1824,2,4,5,2,3,2002,1,2,739,380,6,2007,302000,0,1,0,1,0,0,3.0,1,1,2,1.0,6,False,False,False,False,False,False,False,False,False,False
905352010,68.0,11075,6,5,1984,1984,136.0,3,4,1,1190,5,1522,3,3,7,1,3,1984,3,2,552,0,2,2007,182000,1,0,1,1,0,0,2.0,1,1,0,1.0,3,False,False,False,False,False,False,False,False,False,False
905376090,68.0,17541,5,7,1948,2005,0.0,3,3,2,409,5,1325,3,4,6,1,3,2005,1,2,576,0,7,2007,216000,0,1,0,0,0,0,2.0,1,1,1,1.0,3,False,False,True,False,False,False,False,False,False,False
905377020,68.0,22692,5,5,1953,1953,0.0,3,3,1,1073,3,1630,3,3,6,1,3,1953,1,2,649,0,3,2007,130000,0,1,0,0,1,0,2.0,1,1,1,1.0,4,False,False,True,False,False,False,False,False,False,False
905377050,84.0,17808,4,5,1946,1950,0.0,3,3,1,484,3,1242,2,3,4,0,0,1946,1,1,336,0,7,2007,109900,0,1,0,1,1,0,1.0,0,1,0,1.0,1,False,False,True,False,False,False,False,False,False,False
905401020,102.0,12671,6,7,1954,1994,300.0,3,4,1,1288,5,2422,4,4,6,2,4,1994,3,2,527,0,7,2007,255000,0,1,0,1,0,0,3.0,1,1,1,1.0,2,False,False,False,False,False,False,False,False,False,False
905426010,84.0,12615,6,7,1950,2001,0.0,3,3,3,1202,3,2158,4,4,7,1,4,2001,1,2,576,0,6,2007,243000,0,1,0,1,0,0,3.0,1,1,0,1.0,5,False,False,True,False,False,False,False,False,False,False
905451390,70.0,10512,6,6,1954,1954,0.0,3,3,1,988,5,1626,3,4,6,0,0,1954,1,1,332,366,5,2007,154000,0,1,0,1,1,0,1.5,0,1,0,1.5,3,False,False,True,False,False,False,False,False,False,False
905475270,60.0,5400,5,5,1958,1958,0.0,3,3,1,864,3,864,3,3,6,0,0,1958,1,1,399,0,5,2007,118000,0,1,0,1,1,0,1.5,0,1,0,1.0,4,False,False,False,False,False,False,False,False,False,False
905476170,58.0,9098,4,7,1920,2002,0.0,3,3,2,528,5,605,2,3,5,0,0,2002,0,0,0,0,7,2007,86000,0,0,0,0,1,0,2.0,1,1,1,1.0,5,False,False,True,False,False,False,False,False,False,False
905476225,39.0,3869,5,6,1984,1984,149.0,4,3,1,1038,4,1038,2,3,5,0,0,1984,2,1,264,0,7,2007,130000,1,1,0,1,1,0,2.0,1,1,0,1.0,2,False,False,True,False,False,False,False,False,False,False
905478140,58.0,9280,5,6,1951,1951,0.0,3,2,1,1342,5,1342,4,3,7,0,0,1951,1,1,256,0,4,2007,125000,0,1,0,0,1,0,2.0,0,1,0,1.0,5,False,False,True,False,False,False,False,False,False,False
905478220,60.0,11100,5,6,1951,1994,0.0,3,3,2,1080,3,1480,4,3,7,1,4,1994,1,1,253,0,7,2007,136500,0,0,1,1,1,0,2.0,1,1,0,1.5,2,False,False,True,False,False,False,False,False,False,False
905480090,50.0,7550,4,5,1920,1950,0.0,2,3,1,951,2,1362,4,3,7,0,0,1920,1,1,280,0,3,2007,96000,0,0,0,0,1,0,2.0,0,1,0,1.5,1,False,False,True,False,False,False,False,False,False,False
